timestamp,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,hour,day_of_week,month,lag_1,lag_24,rolling_mean_6,rolling_mean_24
2006-12-17 17:00:00,3.406766666666667,0.16663333333333333,234.22983333333335,14.51,0.0,0.4666666666666667,16.816666666666666,17,6,12,3.3260333333333336,4.222888888888889,2.5645777777777776,2.465140277777778
2006-12-17 18:00:00,3.6971,0.13506666666666664,234.37233333333333,15.75,0.0,0.0,16.833333333333332,18,6,12,3.406766666666667,3.6321999999999997,2.86145,2.4678444444444447
2006-12-17 19:00:00,2.9084,0.26516666666666666,233.19566666666665,12.516666666666667,0.0,0.5166666666666667,16.683333333333334,19,6,12,3.6971,3.4002333333333334,3.069388888888889,2.447351388888889
2006-12-17 20:00:00,3.3615,0.27149999999999996,236.4265,14.276666666666667,0.0,1.1166666666666667,17.116666666666667,20,6,12,2.9084,3.2685666666666666,3.280866666666667,2.451223611111111
2006-12-17 21:00:00,3.040766666666667,0.26796666666666663,239.10416666666666,12.716666666666667,0.0,1.2,17.5,21,6,12,3.3615,3.0564666666666667,3.290094444444444,2.450569444444444
2006-12-17 22:00:00,1.518,0.23536666666666667,242.19233333333332,6.383333333333334,0.0,0.4166666666666667,2.5,22,6,12,3.040766666666667,2.2001333333333335,2.988755555555556,2.4221472222222222
2006-12-17 23:00:00,0.4377333333333333,0.2218,245.734,1.9966666666666666,0.0,0.8,0.0,23,6,12,1.518,2.0616,2.493916666666667,2.354486111111111
2006-12-18 00:00:00,0.2763666666666667,0.09906666666666666,244.60750000000002,1.2233333333333334,0.0,0.03333333333333333,0.0,0,0,12,0.4377333333333333,1.8824666666666665,1.9237944444444446,2.287565277777778
2006-12-18 01:00:00,0.31329999999999997,0.1519,243.51933333333332,1.4166666666666667,0.0,0.5833333333333334,0.0,1,0,12,0.2763666666666667,3.3494,1.4912777777777777,2.161061111111111
2006-12-18 02:00:00,0.2844666666666667,0.10906666666666666,246.89100000000002,1.2566666666666666,0.0,0.0,0.0,2,0,12,0.31329999999999997,1.5872666666666668,0.9784388888888889,2.106777777777778
2006-12-18 03:00:00,0.30993333333333334,0.14776666666666666,245.73183333333333,1.4,0.0,0.5666666666666667,0.0,3,0,12,0.2844666666666667,1.6622,0.5233,2.0504333333333333
2006-12-18 04:00:00,1.0263333333333333,0.08,245.507,4.176666666666667,0.0,0.06666666666666667,12.55,4,0,12,0.30993333333333334,2.2157666666666667,0.4413555555555555,2.000873611111111
2006-12-18 05:00:00,0.2935,0.12193333333333332,245.2531666666667,1.2933333333333332,0.0,0.4666666666666667,0.0,5,0,12,1.0263333333333333,1.9967333333333335,0.4173166666666667,1.9299055555555558
2006-12-18 06:00:00,0.61,0.1129,245.70433333333332,2.6,0.0,0.08333333333333333,0.0,6,0,12,0.2935,1.3033000000000001,0.4729222222222222,1.9010180555555556
2006-12-18 07:00:00,2.4504333333333337,0.153,240.96233333333333,10.22,0.08333333333333333,0.45,11.3,7,0,12,0.61,1.6200333333333332,0.8291111111111111,1.9356180555555556
2006-12-18 08:00:00,2.082133333333333,0.07373333333333333,237.88033333333334,8.726666666666667,12.466666666666667,0.03333333333333333,17.35,8,0,12,2.4504333333333337,1.8905666666666667,1.1287222222222222,1.9436
2006-12-18 09:00:00,1.6293333333333335,0.08516666666666667,237.40466666666669,6.816666666666666,5.166666666666667,0.48333333333333334,17.266666666666666,9,0,12,2.082133333333333,2.5490666666666666,1.3486222222222224,1.9052777777777778
2006-12-18 10:00:00,1.3096333333333334,0.05283333333333333,239.0805,5.426666666666667,0.0,0.0,17.5,10,0,12,1.6293333333333335,3.6289000000000002,1.3958388888888889,1.8086416666666667
2006-12-18 11:00:00,1.5619333333333332,0.12733333333333333,239.77100000000002,6.47,0.0,0.5166666666666667,17.6,11,0,12,1.3096333333333334,2.4709999999999996,1.6072444444444445,1.770763888888889
2006-12-18 12:00:00,1.7560666666666667,0.0873,242.57999999999998,7.246666666666667,0.0,0.0,18.016666666666666,12,0,12,1.5619333333333332,1.9158666666666666,1.7982555555555555,1.7641055555555554
2006-12-18 13:00:00,1.6820666666666668,0.1265,241.95416666666668,6.9399999999999995,0.0,0.5333333333333333,17.366666666666667,13,0,12,1.7560666666666667,1.6607666666666667,1.6701944444444443,1.7649930555555555
2006-12-18 14:00:00,1.7330333333333334,0.049300000000000004,242.19650000000001,7.096666666666667,0.0,0.0,17.383333333333333,14,0,12,1.6820666666666668,2.092633333333333,1.6120111111111113,1.7500097222222222
2006-12-18 15:00:00,1.7842999999999998,0.10406666666666667,242.4235,7.3100000000000005,0.0,0.5166666666666667,17.983333333333334,15,0,12,1.7330333333333334,2.9854,1.6378388888888888,1.699963888888889
2006-12-18 16:00:00,1.9493,0.20443333333333333,242.38066666666666,8.096666666666668,0.0,0.0,17.983333333333334,16,0,12,1.7842999999999998,3.3260333333333336,1.7444499999999998,1.6426
2006-12-18 17:00:00,2.1549,0.09780000000000001,238.72916666666666,8.993333333333334,0.0,0.3333333333333333,17.45,17,0,12,1.9493,3.406766666666667,1.8432777777777778,1.5904388888888887
2006-12-18 18:00:00,2.402533333333333,0.0791,236.66850000000002,10.083333333333334,0.0,0.25,16.916666666666668,18,0,12,2.1549,3.6971,1.9510222222222222,1.536498611111111
2006-12-18 19:00:00,2.6145,0.20076666666666665,235.32916666666668,11.19,0.0,9.1,0.0,19,0,12,2.402533333333333,2.9084,2.106427777777778,1.5242527777777777
2006-12-18 20:00:00,3.0505666666666666,0.12036666666666666,234.52433333333335,13.046666666666665,0.0,0.5,13.25,20,0,12,2.6145,3.3615,2.3260166666666664,1.511297222222222
2006-12-18 21:00:00,2.1697333333333333,0.07173333333333334,237.59083333333334,9.24,0.0,0.0,3.716666666666667,21,0,12,3.0505666666666666,3.040766666666667,2.3902555555555556,1.4750041666666667
2006-12-18 22:00:00,1.7388000000000001,0.10796666666666667,240.2115,7.25,0.0,8.85,0.0,22,0,12,2.1697333333333333,1.518,2.355172222222222,1.484204166666667
2006-12-18 23:00:00,1.5472666666666666,0.1325,242.65933333333334,6.6,0.0,20.316666666666666,0.0,23,0,12,1.7388000000000001,0.4377333333333333,2.2539000000000002,1.5304347222222223
